Product,Model,Features,Package,Frequency,Tolerance,Stability,Temp,Stock,Load,Capacitance,Overtone,StockDue,More
LFSPXO027039Bulk,CFPS-72,0.00,0.00,49.152000,IN,100.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO027039Reel,CFPS-72,0.00,0.00,49.152000,IN,100.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO027203Reel,CFPS-72,0.00,0.00,22.400000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO027283Bulk,CFPS-72,0.00,0.00,16.270000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO027284Bulk,CFPS-72,0.00,0.00,12.288000,IN,100.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO027284Reel,CFPS-72,0.00,0.00,12.288000,IN,100.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO027216Bulk,CFPS-72,0.00,0.00,14.318000,IN,100.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO027564Bulk,CFPS-72,0.00,0.00,10.000000,IN,20.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO027568Bulk,CFPS-72,0.00,0.00,6.000000,IN,25.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO027790Reel,CFPS-72,0.00,0.00,8.000000,IN,25.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO027753Bulk,CFPS-72,0.00,0.00,16.000000,IN,25.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO027754Reel,CFPS-72,0.00,0.00,16.000000,IN,25.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO027832Reel,CFPS-72,0.00,0.00,41.943040,IN,100.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO027838Bulk,CFPS-72,0.00,0.00,14.750000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO050381Bulk,CFPS-72,0.00,0.00,2.500000,IN,25.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO050381Reel,CFPS-72,0.00,0.00,2.500000,IN,25.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO050186Bulk,CFPS-72,0.00,0.00,20.000000,IN,25.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO057694Bulk,CFPS-72,0.00,0.00,7.372800,IN,100.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO057855Bulk,CFPS-72,0.00,0.00,19.200000,IN,100.00,-10.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO057189Bulk,CFPS-72,0.00,0.00,15.000000,IN,20.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO057191Bulk,CFPS-72,0.00,0.00,60.000000,IN,20.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO058610Bulk,CFPS-72,0.00,0.00,1.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO058610Cutt,CFPS-72,0.00,0.00,1.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO058610Reel,CFPS-72,0.00,0.00,1.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO057991Bulk,CFPS-72,0.00,0.00,3.686400,IN,100.00,-10.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO057991Reel,CFPS-72,0.00,0.00,3.686400,IN,100.00,-10.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO058406Bulk,CFPS-72,0.00,0.00,14.318180,IN,25.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO058393Bulk,CFPS-72,0.00,0.00,9.216000,IN,25.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO058189Bulk,CFPS-72,0.00,0.00,32.000000,IN,100.00,-10.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO058189Reel,CFPS-72,0.00,0.00,32.000000,IN,100.00,-10.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO058974Bulk,CFPS-72,0.00,0.00,6.144000,IN,100.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO058974Reel,CFPS-72,0.00,0.00,6.144000,IN,100.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO059408Bulk,CFPS-72,0.00,0.00,3.579545,IN,100.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO061874Bulk,CFPS-72,0.00,0.00,31.457300,IN,50.00,-10.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO061874Reel,CFPS-72,0.00,0.00,31.457300,IN,50.00,-10.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO061294Bulk,CFPS-72,0.00,0.00,40.000000,IN,25.00,-10.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO061294Reel,CFPS-72,0.00,0.00,40.000000,IN,25.00,-10.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO059474Bulk,CFPS-72,0.00,0.00,35.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO059580Bulk,CFPS-72,0.00,0.00,4.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO059580Reel,CFPS-72,0.00,0.00,4.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO059581Bulk,CFPS-72,0.00,0.00,40.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO059581Reel,CFPS-72,0.00,0.00,40.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO063937Bulk,CFPS-72,0.00,0.00,4.915200,IN,50.00,-40.00,105.00,,,True,8 Weeks,CFPS-72
LFSPXO063937Reel,CFPS-72,0.00,0.00,4.915200,IN,50.00,-40.00,105.00,,,True,8 Weeks,CFPS-72
LFSPXO063938Bulk,CFPS-72,0.00,0.00,4.915200,IN,100.00,-40.00,105.00,,,True,8 Weeks,CFPS-72
LFSPXO063938Reel,CFPS-72,0.00,0.00,4.915200,IN,100.00,-40.00,105.00,,,True,8 Weeks,CFPS-72
LFSPXO063819Bulk,CFPS-72,0.00,0.00,3.072000,IN,100.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO063819Reel,CFPS-72,0.00,0.00,3.072000,IN,100.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO062784Bulk,CFPS-72,0.00,0.00,6.144000,IN,25.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO064764Bulk,CFPS-72,0.00,0.00,19.660800,IN,25.00,-10.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO062464Bulk,CFPS-72,0.00,0.00,37.500000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO065608Bulk,CFPS-72,0.00,0.00,58.000000,IN,100.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO065568Bulk,CFPS-72,0.00,0.00,33.330000,IN,25.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO065517Bulk,CFPS-72,0.00,0.00,33.000000,IN,25.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO066099Bulk,CFPS-72,0.00,0.00,64.000000,IN,100.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068099Bulk,CFPS-72,0.00,0.00,2.500000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068099Reel,CFPS-72,0.00,0.00,2.500000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068100Bulk,CFPS-72,0.00,0.00,4.096000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068100Reel,CFPS-72,0.00,0.00,4.096000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068101Bulk,CFPS-72,0.00,0.00,4.096000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068101Reel,CFPS-72,0.00,0.00,4.096000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068102Bulk,CFPS-72,0.00,0.00,8.192000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068102Reel,CFPS-72,0.00,0.00,8.192000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068103Bulk,CFPS-72,0.00,0.00,9.216000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068103Reel,CFPS-72,0.00,0.00,9.216000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068104Bulk,CFPS-72,0.00,0.00,9.600000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068104Reel,CFPS-72,0.00,0.00,9.600000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068105Bulk,CFPS-72,0.00,0.00,9.600000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068105Reel,CFPS-72,0.00,0.00,9.600000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068106Bulk,CFPS-72,0.00,0.00,10.240000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068106Reel,CFPS-72,0.00,0.00,10.240000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068107Bulk,CFPS-72,0.00,0.00,10.240000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068107Reel,CFPS-72,0.00,0.00,10.240000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068108Bulk,CFPS-72,0.00,0.00,11.894784,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068108Reel,CFPS-72,0.00,0.00,11.894784,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068109Bulk,CFPS-72,0.00,0.00,11.894784,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068109Reel,CFPS-72,0.00,0.00,11.894784,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068110Bulk,CFPS-72,0.00,0.00,13.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068110Reel,CFPS-72,0.00,0.00,13.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068111Bulk,CFPS-72,0.00,0.00,13.004000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068111Reel,CFPS-72,0.00,0.00,13.004000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068112Bulk,CFPS-72,0.00,0.00,13.004000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068112Reel,CFPS-72,0.00,0.00,13.004000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068113Bulk,CFPS-72,0.00,0.00,14.318000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068113Reel,CFPS-72,0.00,0.00,14.318000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068114Bulk,CFPS-72,0.00,0.00,16.080000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068114Reel,CFPS-72,0.00,0.00,16.080000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068115Bulk,CFPS-72,0.00,0.00,16.080000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068115Reel,CFPS-72,0.00,0.00,16.080000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068118Bulk,CFPS-72,0.00,0.00,17.734475,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068118Reel,CFPS-72,0.00,0.00,17.734475,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068119Bulk,CFPS-72,0.00,0.00,18.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068119Cutt,CFPS-72,0.00,0.00,18.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068119Reel,CFPS-72,0.00,0.00,18.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068120Bulk,CFPS-72,0.00,0.00,19.200000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068120Reel,CFPS-72,0.00,0.00,19.200000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068121Bulk,CFPS-72,0.00,0.00,22.579200,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068121Reel,CFPS-72,0.00,0.00,22.579200,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068122Bulk,CFPS-72,0.00,0.00,22.579200,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068122Reel,CFPS-72,0.00,0.00,22.579200,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068123Bulk,CFPS-72,0.00,0.00,26.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068123Reel,CFPS-72,0.00,0.00,26.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068124Bulk,CFPS-72,0.00,0.00,26.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068124Reel,CFPS-72,0.00,0.00,26.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068125Bulk,CFPS-72,0.00,0.00,28.224000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068125Reel,CFPS-72,0.00,0.00,28.224000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068126Bulk,CFPS-72,0.00,0.00,28.500000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068126Reel,CFPS-72,0.00,0.00,28.500000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068127Bulk,CFPS-72,0.00,0.00,31.966700,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068127Reel,CFPS-72,0.00,0.00,31.966700,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068128Bulk,CFPS-72,0.00,0.00,31.966700,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068128Reel,CFPS-72,0.00,0.00,31.966700,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068129Bulk,CFPS-72,0.00,0.00,33.330000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068129Reel,CFPS-72,0.00,0.00,33.330000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068130Bulk,CFPS-72,0.00,0.00,33.333300,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068130Reel,CFPS-72,0.00,0.00,33.333300,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068131Bulk,CFPS-72,0.00,0.00,33.333330,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068131Reel,CFPS-72,0.00,0.00,33.333330,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068132Bulk,CFPS-72,0.00,0.00,33.333330,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068132Reel,CFPS-72,0.00,0.00,33.333330,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068133Bulk,CFPS-72,0.00,0.00,33.333333,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068133Reel,CFPS-72,0.00,0.00,33.333333,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068134Bulk,CFPS-72,0.00,0.00,33.333333,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068134Reel,CFPS-72,0.00,0.00,33.333333,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068135Bulk,CFPS-72,0.00,0.00,36.288000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068135Reel,CFPS-72,0.00,0.00,36.288000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068136Bulk,CFPS-72,0.00,0.00,36.288000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068136Reel,CFPS-72,0.00,0.00,36.288000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068137Bulk,CFPS-72,0.00,0.00,44.736000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068137Reel,CFPS-72,0.00,0.00,44.736000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068138Bulk,CFPS-72,0.00,0.00,44.736000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068138Reel,CFPS-72,0.00,0.00,44.736000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068139Bulk,CFPS-72,0.00,0.00,49.152000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068139Reel,CFPS-72,0.00,0.00,49.152000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068142Bulk,CFPS-72,0.00,0.00,54.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068142Reel,CFPS-72,0.00,0.00,54.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068143Bulk,CFPS-72,0.00,0.00,56.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068143Reel,CFPS-72,0.00,0.00,56.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068144Bulk,CFPS-72,0.00,0.00,57.850000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068144Reel,CFPS-72,0.00,0.00,57.850000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068145Bulk,CFPS-72,0.00,0.00,57.850000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068145Reel,CFPS-72,0.00,0.00,57.850000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068146Bulk,CFPS-72,0.00,0.00,66.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068146Reel,CFPS-72,0.00,0.00,66.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068147Bulk,CFPS-72,0.00,0.00,66.600000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068147Reel,CFPS-72,0.00,0.00,66.600000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068148Bulk,CFPS-72,0.00,0.00,66.660000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068148Reel,CFPS-72,0.00,0.00,66.660000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068149Bulk,CFPS-72,0.00,0.00,66.660000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068149Reel,CFPS-72,0.00,0.00,66.660000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068150Bulk,CFPS-72,0.00,0.00,66.666000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068150Reel,CFPS-72,0.00,0.00,66.666000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068151Bulk,CFPS-72,0.00,0.00,66.666000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068151Reel,CFPS-72,0.00,0.00,66.666000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068152Bulk,CFPS-72,0.00,0.00,66.666600,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068152Reel,CFPS-72,0.00,0.00,66.666600,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068153Bulk,CFPS-72,0.00,0.00,66.666600,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068153Reel,CFPS-72,0.00,0.00,66.666600,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068154Bulk,CFPS-72,0.00,0.00,66.666660,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068154Reel,CFPS-72,0.00,0.00,66.666660,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068155Bulk,CFPS-72,0.00,0.00,66.666660,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068155Reel,CFPS-72,0.00,0.00,66.666660,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068156Bulk,CFPS-72,0.00,0.00,66.666670,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068156Reel,CFPS-72,0.00,0.00,66.666670,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068157Bulk,CFPS-72,0.00,0.00,66.666670,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068157Reel,CFPS-72,0.00,0.00,66.666670,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068158Bulk,CFPS-72,0.00,0.00,66.667000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068158Reel,CFPS-72,0.00,0.00,66.667000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068159Bulk,CFPS-72,0.00,0.00,66.667000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068159Reel,CFPS-72,0.00,0.00,66.667000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068160Bulk,CFPS-72,0.00,0.00,70.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068160Reel,CFPS-72,0.00,0.00,70.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068161Bulk,CFPS-72,0.00,0.00,74.250000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068161Reel,CFPS-72,0.00,0.00,74.250000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068162Bulk,CFPS-72,0.00,0.00,74.250000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068162Reel,CFPS-72,0.00,0.00,74.250000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068163Bulk,CFPS-72,0.00,0.00,75.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068163Reel,CFPS-72,0.00,0.00,75.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068164Bulk,CFPS-72,0.00,0.00,85.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068164Reel,CFPS-72,0.00,0.00,85.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068165Bulk,CFPS-72,0.00,0.00,85.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068165Reel,CFPS-72,0.00,0.00,85.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068166Bulk,CFPS-72,0.00,0.00,90.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068166Reel,CFPS-72,0.00,0.00,90.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068167Bulk,CFPS-72,0.00,0.00,90.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068167Reel,CFPS-72,0.00,0.00,90.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068168Bulk,CFPS-72,0.00,0.00,96.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068168Reel,CFPS-72,0.00,0.00,96.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068169Bulk,CFPS-72,0.00,0.00,96.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068169Reel,CFPS-72,0.00,0.00,96.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068170Bulk,CFPS-72,0.00,0.00,98.304000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068170Reel,CFPS-72,0.00,0.00,98.304000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068171Bulk,CFPS-72,0.00,0.00,98.304000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068171Reel,CFPS-72,0.00,0.00,98.304000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068172Bulk,CFPS-72,0.00,0.00,99.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068172Reel,CFPS-72,0.00,0.00,99.000000,IN,50.00,-40.00,85.00,,,True,8 Weeks,CFPS-72
LFSPXO068173Bulk,CFPS-72,0.00,0.00,99.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068173Reel,CFPS-72,0.00,0.00,99.000000,IN,50.00,0.00,70.00,,,True,8 Weeks,CFPS-72
LFSPXO068176Bulk,CFPS-73,0.00,0.00,2.500000,IN,50.00,0.00,70.00,,,True,9 Weeks,CFPS-73
LFSPXO068176Reel,CFPS-73,0.00,0.00,2.500000,IN,50.00,0.00,70.00,,,True,9 Weeks,CFPS-73
LFSPXO068177Bulk,CFPS-73,0.00,0.00,9.216000,IN,50.00,0.00,70.00,,,True,9 Weeks,CFPS-73
LFSPXO068177Reel,CFPS-73,0.00,0.00,9.216000,IN,50.00,0.00,70.00,,,True,9 Weeks,CFPS-73
LFSPXO068178Bulk,CFPS-73,0.00,0.00,9.600000,IN,50.00,-40.00,85.00,,,True,9 Weeks,CFPS-73
LFSPXO068178Reel,CFPS-73,0.00,0.00,9.600000,IN,50.00,-40.00,85.00,,,True,9 Weeks,CFPS-73
LFSPXO068179Bulk,CFPS-73,0.00,0.00,9.600000,IN,50.00,0.00,70.00,,,True,9 Weeks,CFPS-73
LFSPXO068179Reel,CFPS-73,0.00,0.00,9.600000,IN,50.00,0.00,70.00,,,True,9 Weeks,CFPS-73
LFSPXO068180Bulk,CFPS-73,0.00,0.00,10.240000,IN,50.00,0.00,70.00,,,True,9 Weeks,CFPS-73
LFSPXO068180Reel,CFPS-73,0.00,0.00,10.240000,IN,50.00,0.00,70.00,,,True,9 Weeks,CFPS-73
LFSPXO068181Bulk,CFPS-73,0.00,0.00,11.894784,IN,50.00,-40.00,85.00,,,True,9 Weeks,CFPS-73
LFSPXO068181Reel,CFPS-73,0.00,0.00,11.894784,IN,50.00,-40.00,85.00,,,True,9 Weeks,CFPS-73
