Product,Model,Features,Package,Frequency,Tolerance,Stability,Temp,Stock,Load,Capacitance,Overtone,StockDue,More
LFXTAL063542Reel,HC49/4H,0.00,0.00,11.059200,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063543Bulk,HC49/4H,0.00,0.00,36.000000,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063544Bulk,HC49/4H,0.00,0.00,16.384000,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063544Reel,HC49/4H,0.00,0.00,16.384000,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063545Bulk,HC49/4H,0.00,0.00,7.680000,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063545Reel,HC49/4H,0.00,0.00,7.680000,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063546Bulk,HC49/4H,0.00,0.00,11.289600,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063546Reel,HC49/4H,0.00,0.00,11.289600,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063547Bulk,HC49/4H,0.00,0.00,22.118400,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063548Bulk,HC49/4H,0.00,0.00,8.192000,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063548Reel,HC49/4H,0.00,0.00,8.192000,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063550Bulk,HC49/4H,0.00,0.00,48.000000,30.00,30.00,-20.00,70.00,18.00,3RD,True,5 Weeks,HC49/4H
LFXTAL063553Bulk,HC49/4H,0.00,0.00,24.576000,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063554Bulk,HC49/4H,0.00,0.00,64.000000,30.00,30.00,-20.00,70.00,18.00,3RD,True,5 Weeks,HC49/4H
LFXTAL063554Cutt,HC49/4H,0.00,0.00,64.000000,30.00,30.00,-20.00,70.00,18.00,3RD,True,5 Weeks,HC49/4H
LFXTAL063564Bulk,HC49/4H,0.00,0.00,12.288000,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063564Reel,HC49/4H,0.00,0.00,12.288000,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063565Bulk,HC49/4H,0.00,0.00,54.000000,30.00,30.00,-20.00,70.00,18.00,3RD,True,5 Weeks,HC49/4H
LFXTAL063566Bulk,HC49/4H,0.00,0.00,28.636360,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063567Bulk,HC49/4H,0.00,0.00,19.200000,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063569Bulk,HC49/4H,0.00,0.00,15.360000,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063570Bulk,HC49/4H,0.00,0.00,22.000000,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063571Bulk,HC49/4H,0.00,0.00,60.000000,30.00,30.00,-20.00,70.00,18.00,3RD,True,5 Weeks,HC49/4H
LFXTAL063572Bulk,HC49/4H,0.00,0.00,16.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063572Reel,HC49/4H,0.00,0.00,16.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063573Bulk,HC49/4H,0.00,0.00,8.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063573Reel,HC49/4H,0.00,0.00,8.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063574Bulk,HC49/4H,0.00,0.00,12.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063574Reel,HC49/4H,0.00,0.00,12.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063575Bulk,HC49/4H,0.00,0.00,25.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063575Reel,HC49/4H,0.00,0.00,25.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063576Bulk,HC49/4H,0.00,0.00,14.745600,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063576Reel,HC49/4H,0.00,0.00,14.745600,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063577Bulk,HC49/4H,0.00,0.00,11.059200,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063577Reel,HC49/4H,0.00,0.00,11.059200,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063578Bulk,HC49/4H,0.00,0.00,8.192000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063578Reel,HC49/4H,0.00,0.00,8.192000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063579Bulk,HC49/4H,0.00,0.00,30.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063579Reel,HC49/4H,0.00,0.00,30.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063580Bulk,HC49/4H,0.00,0.00,22.118400,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063580Cutt,HC49/4H,0.00,0.00,22.118400,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063581Bulk,HC49/4H,0.00,0.00,10.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063581Cutt,HC49/4H,0.00,0.00,10.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063582Bulk,HC49/4H,0.00,0.00,13.560000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063582Cutt,HC49/4H,0.00,0.00,13.560000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063583Bulk,HC49/4H,0.00,0.00,12.288000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063583Cutt,HC49/4H,0.00,0.00,12.288000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063584Bulk,HC49/4H,0.00,0.00,24.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063584Cutt,HC49/4H,0.00,0.00,24.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063584Reel,HC49/4H,0.00,0.00,24.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063585Bulk,HC49/4H,0.00,0.00,18.432000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063585Cutt,HC49/4H,0.00,0.00,18.432000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063586Bulk,HC49/4H,0.00,0.00,19.200000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063586Cutt,HC49/4H,0.00,0.00,19.200000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063588Bulk,HC49/4H,0.00,0.00,48.000000,10.00,10.00,-20.00,70.00,18.00,3RD,True,5 Weeks,HC49/4H
LFXTAL063588Cutt,HC49/4H,0.00,0.00,48.000000,10.00,10.00,-20.00,70.00,18.00,3RD,True,5 Weeks,HC49/4H
LFXTAL063589Bulk,HC49/4H,0.00,0.00,16.384000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063589Cutt,HC49/4H,0.00,0.00,16.384000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063590Bulk,HC49/4H,0.00,0.00,26.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063590Cutt,HC49/4H,0.00,0.00,26.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063591Bulk,HC49/4H,0.00,0.00,27.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063591Cutt,HC49/4H,0.00,0.00,27.000000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063592Bulk,HC49/4H,0.00,0.00,50.000000,10.00,10.00,-20.00,70.00,18.00,3RD,True,5 Weeks,HC49/4H
LFXTAL063592Cutt,HC49/4H,0.00,0.00,50.000000,10.00,10.00,-20.00,70.00,18.00,3RD,True,5 Weeks,HC49/4H
LFXTAL063593Bulk,HC49/4H,0.00,0.00,11.289600,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063593Cutt,HC49/4H,0.00,0.00,11.289600,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063594Bulk,HC49/4H,0.00,0.00,24.576000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063594Cutt,HC49/4H,0.00,0.00,24.576000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063595Bulk,HC49/4H,0.00,0.00,14.318180,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063595Cutt,HC49/4H,0.00,0.00,14.318180,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063596Bulk,HC49/4H,0.00,0.00,15.360000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL063596Cutt,HC49/4H,0.00,0.00,15.360000,10.00,10.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061042Bulk,HC49/4H,0.00,0.00,12.000000,30.00,30.00,-20.00,70.00,SR,FUND,True,5 Weeks,HC49/4H
LFXTAL061042Reel,HC49/4H,0.00,0.00,12.000000,30.00,30.00,-20.00,70.00,SR,FUND,True,5 Weeks,HC49/4H
LFXTAL061497Bulk,HC49/4H,0.00,0.00,8.192000,30.00,50.00,-20.00,70.00,22.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061497Reel,HC49/4H,0.00,0.00,8.192000,30.00,50.00,-20.00,70.00,22.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061390Bulk,HC49/4H,0.00,0.00,3.276800,30.00,30.00,-20.00,70.00,30.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061154Bulk,HC49/4H,0.00,0.00,8.000000,30.00,30.00,-10.00,60.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061261Bulk,HC49/4H,0.00,0.00,5.000000,30.00,50.00,-40.00,85.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061214Bulk,HC49/4H,0.00,0.00,10.000000,10.00,10.00,-20.00,70.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061214Reel,HC49/4H,0.00,0.00,10.000000,10.00,10.00,-20.00,70.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061242Bulk,HC49/4H,0.00,0.00,5.000000,50.00,50.00,-20.00,70.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061242Reel,HC49/4H,0.00,0.00,5.000000,50.00,50.00,-20.00,70.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL059578Bulk,HC49/4H,0.00,0.00,16.000000,30.00,100.00,-55.00,105.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL059579Bulk,HC49/4H,0.00,0.00,16.000000,30.00,30.00,-40.00,85.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL059752Bulk,HC49/4H,0.00,0.00,12.288000,30.00,50.00,-20.00,70.00,12.00,FUND,True,5 Weeks,HC49/4H
LFXTAL059752Reel,HC49/4H,0.00,0.00,12.288000,30.00,50.00,-20.00,70.00,12.00,FUND,True,5 Weeks,HC49/4H
LFXTAL059405Bulk,HC49/4H,0.00,0.00,6.612800,30.00,30.00,-40.00,85.00,10.00,FUND,True,5 Weeks,HC49/4H
LFXTAL059827Bulk,HC49/4H,0.00,0.00,9.830400,30.00,50.00,-40.00,85.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL059836Bulk,HC49/4H,0.00,0.00,9.048300,20.00,20.00,-40.00,85.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL060522Bulk,HC49/4H,0.00,0.00,64.975000,20.00,50.00,-20.00,70.00,SR,3RD,True,5 Weeks,HC49/4H
LFXTAL062131Bulk,HC49/4H,0.00,0.00,3.276800,30.00,50.00,-20.00,70.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL062131Reel,HC49/4H,0.00,0.00,3.276800,30.00,50.00,-20.00,70.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL062072Bulk,HC49/4H,0.00,0.00,12.000000,30.00,30.00,-40.00,85.00,32.00,FUND,True,5 Weeks,HC49/4H
LFXTAL062178Bulk,HC49/4H,0.00,0.00,25.000000,20.00,30.00,-40.00,85.00,30.00,FUND,True,5 Weeks,HC49/4H
LFXTAL062178Reel,HC49/4H,0.00,0.00,25.000000,20.00,30.00,-40.00,85.00,30.00,FUND,True,5 Weeks,HC49/4H
LFXTAL062407Bulk,HC49/4H,0.00,0.00,30.875000,30.00,50.00,-40.00,85.00,SR,3RD,True,5 Weeks,HC49/4H
LFXTAL062407Cutt,HC49/4H,0.00,0.00,30.875000,30.00,50.00,-40.00,85.00,SR,3RD,True,5 Weeks,HC49/4H
LFXTAL062407Reel,HC49/4H,0.00,0.00,30.875000,30.00,50.00,-40.00,85.00,SR,3RD,True,5 Weeks,HC49/4H
LFXTAL062409Bulk,HC49/4H,0.00,0.00,35.251200,15.00,30.00,-40.00,85.00,18.00,3RD,True,5 Weeks,HC49/4H
LFXTAL062411Bulk,HC49/4H,0.00,0.00,4.194304,30.00,50.00,-40.00,85.00,30.00,FUND,True,5 Weeks,HC49/4H
LFXTAL062615Bulk,HC49/4H,0.00,0.00,24.000000,30.00,50.00,-40.00,85.00,30.00,FUND,True,5 Weeks,HC49/4H
LFXTAL062753Bulk,HC49/4H,0.00,0.00,3.579545,30.00,100.00,-40.00,85.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL062754Bulk,HC49/4H,0.00,0.00,4.000000,30.00,100.00,-40.00,85.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL062754Reel,HC49/4H,0.00,0.00,4.000000,30.00,100.00,-40.00,85.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL062755Bulk,HC49/4H,0.00,0.00,8.000000,30.00,100.00,-40.00,85.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL062756Bulk,HC49/4H,0.00,0.00,4.000000,25.00,100.00,-30.00,80.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL062756Reel,HC49/4H,0.00,0.00,4.000000,25.00,100.00,-30.00,80.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061479Bulk,HC49/4H,0.00,0.00,28.636360,50.00,50.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061587Bulk,HC49/4H,0.00,0.00,20.000000,25.00,50.00,-40.00,85.00,12.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061587Reel,HC49/4H,0.00,0.00,20.000000,25.00,50.00,-40.00,85.00,12.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061523Bulk,HC49/4H,0.00,0.00,10.000000,30.00,50.00,-20.00,70.00,10.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061928Bulk,HC49/4H,0.00,0.00,24.000000,30.00,50.00,-40.00,85.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061991Bulk,HC49/4H,0.00,0.00,4.096000,30.00,200.00,-40.00,125.00,12.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061991Reel,HC49/4H,0.00,0.00,4.096000,30.00,200.00,-40.00,125.00,12.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061979Bulk,HC49/4H,0.00,0.00,16.000000,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061979Reel,HC49/4H,0.00,0.00,16.000000,30.00,30.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061968Bulk,HC49/4H,0.00,0.00,11.059200,30.00,50.00,-20.00,70.00,10.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061968Reel,HC49/4H,0.00,0.00,11.059200,30.00,50.00,-20.00,70.00,10.00,FUND,True,5 Weeks,HC49/4H
LFXTAL061998Bulk,HC49/4H,0.00,0.00,24.000000,20.00,50.00,-10.00,60.00,10.00,FUND,True,5 Weeks,HC49/4H
LFXTAL062008Bulk,HC49/4H,0.00,0.00,12.000000,50.00,50.00,-20.00,70.00,10.00,FUND,True,5 Weeks,HC49/4H
LFXTAL078543Reel,HC49/4H,0.00,0.00,10.000000,30.00,50.00,-10.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL078254Bulk,HC49/4H,0.00,0.00,11.059200,20.00,30.00,-20.00,70.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL078255Bulk,HC49/4H,0.00,0.00,13.560000,20.00,30.00,-20.00,70.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL076823Bulk,HC49/4H,0.00,0.00,16.000000,20.00,50.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL076793Bulk,HC49/4H,0.00,0.00,7.372800,15.00,30.00,-10.00,60.00,12.00,FUND,True,5 Weeks,HC49/4H
LFXTAL076793Reel,HC49/4H,0.00,0.00,7.372800,15.00,30.00,-10.00,60.00,12.00,FUND,True,5 Weeks,HC49/4H
LFXTAL075734Bulk,HC49/4H,0.00,0.00,3.686400,30.00,50.00,-40.00,85.00,22.00,FUND,True,5 Weeks,HC49/4H
LFXTAL075736Bulk,HC49/4H,0.00,0.00,7.372800,30.00,50.00,-40.00,85.00,22.00,FUND,True,5 Weeks,HC49/4H
LFXTAL075904Bulk,HC49/4H,0.00,0.00,20.000000,20.00,30.00,-20.00,70.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL075899Bulk,HC49/4H,0.00,0.00,3.276800,20.00,50.00,-10.00,60.00,30.00,FUND,True,5 Weeks,HC49/4H
LFXTAL076006Bulk,HC49/4H,0.00,0.00,5.068800,50.00,50.00,0.00,70.00,30.00,FUND,True,5 Weeks,HC49/4H
LFXTAL080912Reel,HC49/4H,0.00,0.00,7.372800,20.00,50.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL081238Bulk,HC49/4H,0.00,0.00,25.000000,30.00,50.00,-20.00,70.00,10.00,FUND,True,5 Weeks,HC49/4H
LFXTAL081244Bulk,HC49/4H,0.00,0.00,11.059200,50.00,50.00,-10.00,60.00,12.00,FUND,True,5 Weeks,HC49/4H
LFXTAL080813Reel,HC49/4H,0.00,0.00,16.000000,30.00,50.00,-10.00,70.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL080504Bulk,HC49/4H,0.00,0.00,9.216000,30.00,30.00,-40.00,85.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL080506Bulk,HC49/4H,0.00,0.00,16.000000,30.00,30.00,-40.00,85.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL080507Bulk,HC49/4H,0.00,0.00,5.529600,30.00,30.00,-40.00,85.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL080508Bulk,HC49/4H,0.00,0.00,8.000000,30.00,30.00,-20.00,70.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL079403Bulk,HC49/4H,0.00,0.00,4.000000,30.00,30.00,-40.00,85.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL079403Reel,HC49/4H,0.00,0.00,4.000000,30.00,30.00,-40.00,85.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL079108Bulk,HC49/4H,0.00,0.00,18.432000,30.00,100.00,-40.00,85.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL079109Bulk,HC49/4H,0.00,0.00,25.000000,30.00,100.00,-40.00,85.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL078887Bulk,HC49/4H,0.00,0.00,4.032000,30.00,50.00,-20.00,70.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL079333Bulk,HC49/4H,0.00,0.00,20.000000,20.00,25.00,-40.00,85.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL079182Bulk,HC49/4H,0.00,0.00,14.318180,30.00,30.00,-20.00,70.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL079183Bulk,HC49/4H,0.00,0.00,20.000000,20.00,50.00,-40.00,85.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL079184Bulk,HC49/4H,0.00,0.00,11.059200,30.00,30.00,-20.00,70.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL079185Bulk,HC49/4H,0.00,0.00,14.318180,20.00,20.00,-10.00,60.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL079227Bulk,HC49/4H,0.00,0.00,24.000000,20.00,20.00,-10.00,60.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL079228Bulk,HC49/4H,0.00,0.00,20.480000,20.00,20.00,-10.00,60.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL083624Reel,HC49/4H,0.00,0.00,8.000000,20.00,20.00,-20.00,70.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL083472Bulk,HC49/4H,0.00,0.00,5.000000,20.00,30.00,-40.00,85.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL083472Reel,HC49/4H,0.00,0.00,5.000000,20.00,30.00,-40.00,85.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL083108Bulk,HC49/4H,0.00,0.00,18.432000,20.00,50.00,-40.00,85.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL083111Bulk,HC49/4H,0.00,0.00,14.745600,20.00,50.00,-20.00,70.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL082572Bulk,HC49/4H,0.00,0.00,16.000000,20.00,20.00,-40.00,85.00,12.50,FUND,True,5 Weeks,HC49/4H
LFXTAL082396Bulk,HC49/4H,0.00,0.00,10.000000,30.00,50.00,-40.00,85.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL082270Reel,HC49/4H,0.00,0.00,11.059200,50.00,50.00,-10.00,60.00,12.00,FUND,True,5 Weeks,HC49/4H
LFXTAL082683Bulk,HC49/4H,0.00,0.00,50.000000,20.00,20.00,-20.00,70.00,20.00,3RD,True,5 Weeks,HC49/4H
LFXTAL082686Bulk,HC49/4H,0.00,0.00,10.000000,20.00,30.00,-40.00,85.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL082728Bulk,HC49/4H,0.00,0.00,8.192000,30.00,30.00,-20.00,70.00,12.00,FUND,True,5 Weeks,HC49/4H
LFXTAL082693Bulk,HC49/4H,0.00,0.00,4.000000,10.00,30.00,-40.00,85.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL084018Bulk,HC49/4H,0.00,0.00,5.900000,30.00,50.00,-10.00,60.00,30.00,FUND,True,5 Weeks,HC49/4H
LFXTAL083846Bulk,HC49/4H,0.00,0.00,4.000000,30.00,30.00,-40.00,85.00,16.00,FUND,True,5 Weeks,HC49/4H
LFXTAL084560Bulk,HC49/4H,0.00,0.00,25.000000,30.00,30.00,-40.00,85.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL071008Bulk,HC49/4H,0.00,0.00,4.000000,50.00,50.00,-20.00,70.00,32.00,FUND,True,5 Weeks,HC49/4H
LFXTAL069993Bulk,HC49/4H,0.00,0.00,14.318180,30.00,30.00,-40.00,85.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL070448Bulk,HC49/4H,0.00,0.00,24.000000,15.00,50.00,-40.00,85.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL070270Bulk,HC49/4H,0.00,0.00,24.576000,30.00,50.00,-20.00,70.00,12.00,FUND,True,5 Weeks,HC49/4H
LFXTAL070274Bulk,HC49/4H,0.00,0.00,6.000000,50.00,50.00,-20.00,70.00,18.00,FUND,True,5 Weeks,HC49/4H
LFXTAL070596Bulk,HC49/4H,0.00,0.00,16.384000,20.00,30.00,-40.00,85.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL070598Bulk,HC49/4H,0.00,0.00,8.000000,25.00,25.00,-40.00,85.00,33.00,FUND,True,5 Weeks,HC49/4H
LFXTAL070599Bulk,HC49/4H,0.00,0.00,8.000000,25.00,25.00,-40.00,85.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL070600Bulk,HC49/4H,0.00,0.00,16.384000,30.00,30.00,-40.00,85.00,15.00,FUND,True,5 Weeks,HC49/4H
LFXTAL069417Bulk,HC49/4H,0.00,0.00,10.000000,50.00,50.00,-40.00,85.00,10.00,FUND,True,5 Weeks,HC49/4H
LFXTAL069418Bulk,HC49/4H,0.00,0.00,6.000000,50.00,50.00,-40.00,85.00,10.00,FUND,True,5 Weeks,HC49/4H
LFXTAL069874Bulk,HC49/4H,0.00,0.00,8.000000,50.00,50.00,-40.00,85.00,10.00,FUND,True,5 Weeks,HC49/4H
LFXTAL069874Reel,HC49/4H,0.00,0.00,8.000000,50.00,50.00,-40.00,85.00,10.00,FUND,True,5 Weeks,HC49/4H
LFXTAL066236Bulk,HC49/4H,0.00,0.00,24.000000,15.00,30.00,-55.00,105.00,30.00,FUND,True,5 Weeks,HC49/4H
LFXTAL066238Bulk,HC49/4H,0.00,0.00,24.576000,15.00,30.00,-55.00,105.00,30.00,FUND,True,5 Weeks,HC49/4H
LFXTAL066239Bulk,HC49/4H,0.00,0.00,6.000000,15.00,30.00,-55.00,105.00,30.00,FUND,True,5 Weeks,HC49/4H
LFXTAL066639Bulk,HC49/4H,0.00,0.00,4.000000,50.00,50.00,-55.00,105.00,30.00,FUND,True,5 Weeks,HC49/4H
LFXTAL066088Bulk,HC49/4H,0.00,0.00,18.432000,30.00,30.00,-40.00,85.00,20.00,FUND,True,5 Weeks,HC49/4H
LFXTAL068348Bulk,HC49/4H,0.00,0.00,35.251200,20.00,50.00,-40.00,85.00,18.00,3RD,True,5 Weeks,HC49/4H
LFXTAL066962Bulk,HC49/4H,0.00,0.00,16.000000,20.00,20.00,-20.00,70.00,8.00,FUND,True,5 Weeks,HC49/4H
LFXTAL066962Reel,HC49/4H,0.00,0.00,16.000000,20.00,20.00,-20.00,70.00,8.00,FUND,True,5 Weeks,HC49/4H
LFXTAL066867Bulk,HC49/4H,0.00,0.00,16.445000,30.00,30.00,-40.00,85.00,20.00,FUND,True,5 Weeks,HC49/4H
